Load Profile
0.637328468
0.632785906
0.624451253
0.6185664
0.619270372
0.623812912
0.635528986
0.646360747
0.656843241
0.668328401
0.68073134
0.696903228
0.707537174
0.713288987
0.726992223
0.746194497
0.75962211
0.761250521
0.751881043
0.739138601
0.725468502
0.708382952
0.689705722
0.674966315
0.664273098
0.660772788
0.660223327
0.662739645
0.668351437
0.691677149
0.74034986
0.787535218
0.817379475
0.828749644
0.845633703
0.852663842
0.858014364
0.857870185
0.861562914
0.876969533
0.884218569
0.888762343
0.868371463
0.849317381
0.830549832
0.804317049
0.777543499
0.755751253
0.742462759
0.730356995
0.724893116
0.72865779
0.734223365
0.757090171
0.805036575
0.846471173
0.868788144
0.875549301
0.884674783
0.888843848
0.893500788
0.89208207
0.895130298
0.906992131
0.914212407
0.917809838
0.900690145
0.883360222
0.857666447
0.830797926
0.80312984
0.780286763
0.765274335
0.754437154
0.749801275
0.748400186
0.756418433
0.780347425
0.823040886
0.873384397
0.900059674
0.907657437
0.919783079
0.918939163
0.923581534
0.917281244
0.927406281
0.943582418
0.951899515
0.954020969
0.943562741
0.923813628
0.904445657
0.879694567
0.854167639
0.832474891
0.813278954
0.802842405
0.802442306
0.803729807
0.811963701
0.832495619
0.880327276
0.922367903
0.944375952
0.95226586
0.952922288
0.942941712
0.927284404
0.915676166
0.915724578
0.925217577
0.937548071
0.942418248
0.929127234
0.910709764
0.89545722
0.875555519
0.855931716
0.837921186
0.826735933
0.819824263
0.812191574
0.809652747
0.809895147
0.816324062
0.833771639
0.849933568
0.8667454
0.880866785
0.892119596
0.892584943
0.884493751
0.880060832
0.880817795
0.898899976
0.923119028
0.933250051
0.921994218
0.905220962
0.888025327
0.868871439
0.846530977
0.829104001
0.818942321
0.806789204
0.804684322
0.803836282
0.803025689
0.80519273
0.81675154
0.829493228
0.846976406
0.863414655
0.880404972
0.878978795
0.87299887
0.87188868
0.871995938
0.887096885
0.910077682
0.922954818
0.919713349
0.905224575
0.889797783
0.871589104
0.849191816
0.825836106
0.810503962
0.801664052
0.799669734
0.801349454
