Vestas production
1.56064
1.62177
1.67398
1.68839
1.73539
1.78419
1.73147
1.65429
1.5652
1.47425
1.31895
1.52306
1.77337
1.84443
1.90764
1.97369
2.07468
2.07471
2.16745
2.15548
2.07675
1.91864
1.78422
1.66983
1.6058
1.5502
1.50135
1.55875
1.58834
1.62109
1.68643
1.72455
1.77336
1.81135
1.90787
1.95029
1.88611
1.87416
1.96222
2.06716
2.18604
2.29481
2.37867
2.42314
2.28706
2.20957
2.03873
1.90488
1.90336
2.04683
2.05256
1.90423
2.02841
2.01292
2.01285
1.96711
1.97444
2.09712
2.25312
2.24679
2.18866
2.15543
2.18546
2.19617
2.14168
2.10519
2.04648
1.97449
1.87301
1.72916
1.59933
1.46355
1.3427
1.17942
1.06292
1.14754
1.28677
1.41973
1.41497
1.26824
1.17562
1.10701
0.888567
0.61104
0.481637
0.532661
0.594508
0.610256
0.572281
0.516842
0.448251
0.4183
0.372839
0.315035
0.297971
0.32911
0.405022
0.537777
0.649657
0.648579
0.595297
0.556565
0.570999
0.545575
0.612158
0.738515
0.865276
0.827774
0.865662
0.940722
1.07629
1.2281
1.38551
1.58291
1.73543
1.84647
2.03629
2.15862
2.19192
2.14587
1.92187
1.83277
1.83579
1.81123
1.67553
1.48515
1.47427
1.44226
1.18597
1.03916
0.740385
0.532508
0.480261
0.549381
0.713244
0.738063
0.719202
0.70836
0.740845
0.766764
0.767715
0.835937
0.938206
0.99684
0.894428
0.852673
0.85134
0.848026
0.792611
0.825823
0.907897
1.01517
1.17767
1.10636
0.621175
0.427507
0.445003
0.567214
0.781921
0.957003
1.14316
1.57711
1.91903
2.10602
2.201
2.31991
2.49987
2.63151
2.61578
2.48683
2.45939
2.36217
2.25716
2.25309
2.24003
2.18354
2.2654
2.25449
2.05359
1.93107
1.99202
2.16648
2.30352
2.22908
2.09512
1.96582
1.82199
1.67343
1.52784
1.56093
1.66254
1.74627
1.76254
1.77339
1.80665
1.76887
1.76254
1.78418
2.00835
2.18518
2.19752
2.26353
2.32848
2.3875
2.44549
2.52032
2.58324
2.62514
2.66576
2.66995
2.642
2.60206
2.60022
2.63461
2.66082
2.68195
2.7069
2.71412
2.70009
2.63941
2.6079
2.57193
2.56099
2.58796
2.60017
2.62419
2.63443
2.66126
2.71412
2.80642
2.85173
2.84507
2.7623
2.63365
2.54018
2.53699
2.59406
2.67941
2.69161
2.85103
2.93017
2.85515
2.79738
2.73351
3.04769
3.13797
3.12969
3.01074
2.80915
2.56609
2.35051
2.26929
2.33867
2.52981
2.65361
2.76467
2.8341
2.87955
2.92686
2.94235
2.96187
3.01252
3.08779
3.16231
3.19734
3.23201
3.25876
3.29055
3.32131
3.33681
3.32802
3.32356
3.29884
3.21713
3.13428
3.06311
2.94272
2.82409
2.62041
2.25999
1.66099
1.09021
0.556441
0.977946
1.93707
1.67557
1.30027
1.28588
1.29478
1.27764
1.2714
1.23175
1.11685
0.986375
0.98583
1.07327
1.25615
1.25596
1.29312
1.42091
1.58831
1.82771
1.98399
2.14772
2.25319
2.26117
2.20963
2.18609
2.22143
2.15543
1.99202
1.93413
1.83276
1.69734
1.44069
1.22087
1.27262
1.56894
1.71934
1.65235
1.79814
1.45809
1.17343
0.994809
0.972092
1.27518
2.26658
2.86071
2.67813
2.28794
1.96206
1.68647
1.4579
1.44662
1.4526
1.5013
1.6988
1.74205
2.08046
1.94474
1.82349
1.81562
1.84042
1.70639
1.68731
1.58836
1.29026
1.24331
1.35819
1.58844
1.95529
2.04893
1.63742
1.49142
1.35969
1.3225
1.14201
1.09133
1.10467
1.06347
1.05243
1.14303
1.17271
1.06758
1.14317
1.5884
2.22273
2.58632
2.48734
2.02973
1.23517
1.07288
1.31166
1.00748
0.87173
0.832092
0.698987
0.661032
0.722117
0.817622
0.889257
1.01519
0.944402
0.782852
0.729869
0.75755
0.665211
0.63204
0.423655
0.304145
0.401202
0.671807
1.63143
1.64299
1.6265
1.91324
2.09512
2.07151
2.21941
2.05761
1.88027
1.73552
1.76254
1.83276
1.89791
1.66092
1.64885
2.20648
2.18943
2.09366
2.11131
2.21937
2.20155
2.05221
2.04568
2.07329
1.96687
1.82199
1.48504
1.32257
1.27663
1.36682
1.70004
1.89639
1.87031
1.76275
1.70956
1.4153
0.98605
1.06715
1.17916
1.36357
1.30984
1.15321
0.943333
0.765904
0.649288
0.536428
0.41168
0.274755
0.188981
0.126351
0.115984
0.129155
0.125394
0.092479
0.068247
0.088259
0.185819
0.350777
0.616464
1.03239
1.4634
1.40311
1.37742
1.48514
1.48519
1.30244
1.22403
1.20171
1.16447
1.1209
1.07343
1.0291
0.992807
0.756936
0.334319
0.13139
0.101288
0.20306
0.440071
0.674884
0.881754
1.0566
1.23065
1.80924
1.8112
1.79587
1.95528
1.66459
1.31715
1.15329
1.07342
0.977385
1.07399
1.33126
1.727
2.21402
2.41693
1.99338
2.43172
2.70499
2.77778
2.81735
2.78131
2.83417
2.81207
2.46992
2.13044
1.94474
1.81593
1.69874
1.67558
1.56028
1.89412
2.43164
2.87251
3.0665
3.29048
3.3123
3.30385
3.31417
3.28556
3.31491
3.33254
3.3622
3.34686
3.2952
3.31637
3.34048
3.34298
3.33175
3.32257
3.3122
3.30151
3.28686
3.27371
3.26689
3.24478
3.18204
3.11365
3.05749
3.08394
3.18689
3.36527
3.39831
3.3975
3.39322
3.33392
3.1775
2.95845
2.74225
2.51995
2.15546
1.64836
1.15329
0.469455
0.335352
1.01508
2.10726
2.16579
1.62917
1.77337
1.83275
1.97332
2.10523
2.51699
2.302
1.74454
1.20521
0.96838
0.635928
0.512565
0.44501
0.459513
0.602976
0.838529
1.03661
1.07774
1.12807
1.2095
1.21662
0.975074
0.520347
0.356074
0.88933
1.7079
2.07404
2.43158
2.61248
2.59232
2.59046
2.73144
2.64205
2.44037
2.05127
1.7141
1.79256
1.78421
1.72288
1.4376
0.934918
0.506873
0.221877
0.085973
0.10377
0.273224
0.640924
1.21427
1.34571
0.964281
0.814102
0.945455
1.06356
1.15325
1.23517
1.34742
1.44701
1.58623
1.60527
2.00243
2.12775
2.44793
2.01286
1.03914
0.35947
0.187697
0.61944
1.66846
2.16531
2.32841
2.52762
2.34668
2.13627
1.83965
1.55604
1.66153
2.47049
2.76659
2.39265
1.98833
1.71027
1.3668
1.21427
1.06158
1.21505
1.48763
1.69944
1.86391
2.01286
2.07469
1.96582
1.93392
2.09519
2.09111
1.56326
1.47317
1.42252
1.45269
1.45404
1.27111
1.2353
1.36089
1.58743
1.77651
1.90242
1.881
1.8554
1.90462
2.08629
2.16532
2.70163
