Solar profile
0.000380261
0.000380293
0.000393396
0.000372079
0.000397435
0.000430172
0.000513835
0.000657213
0.000702033
0.001169395
0.001529307
0.002033944
0.002335545
0.001689853
0.001028883
0.000549008
0.000560449
0.000592226
0.000505889
0.000434134
0.000397812
0.000545271
0.000386239
0.000399533
0.000429274
0.000370171
0.000366982
0.000368971
0.000395714
0.000437044
0.000520413
0.000640419
0.000658888
0.000945886
0.001642264
0.002236682
0.002348669
0.002015655
0.001116217
0.000616349
0.000618859
0.000589027
0.000476108
0.000430594
0.000406561
0.000556938
0.00038225
0.000404647
0.001941544
0.001942246
0.001945888
0.001959838
0.001983042
0.00201285
0.00210338
0.002190759
0.002238781
0.00262048
0.00393061
0.004633
0.004343999
0.003621265
0.002761944
0.002163771
0.000680313
0.00075175
0.000607665
0.000504136
0.000464849
0.000594499
0.000437235
0.000451267
0.000412521
0.000401594
0.000399241
0.000405277
0.000442727
0.00047339
0.000548231
0.000687438
0.000733419
0.001484848
0.006116339
0.012747802
0.016905295
0.01224117
0.004090856
0.000797144
0.000638554
0.000721727
0.000669622
0.000515998
0.000455495
0.000571164
0.000428803
0.00046182
0.000429992
0.000414263
0.000386311
0.000393848
0.000407655
0.000439271
0.000521854
0.000700946
0.000890479
0.002557177
0.009843275
0.018928438
0.023136053
0.017077177
0.005976857
0.001087064
0.000981422
0.002026767
0.000753473
0.000557815
0.000516889
0.000623002
0.000475674
0.000434884
0.000398762
0.000376026
0.000381568
0.000367047
0.000368705
0.000385121
0.000440867
0.000555324
0.000653441
0.002715066
0.011171868
0.019786496
0.02128762
0.015758672
0.005899221
0.000848092
0.0005439
0.000547215
0.00048879
0.000479335
0.000503876
0.00059756
0.000481525
0.000541783
0.000652787
0.000393964
0.000490017
0.000463139
0.000466423
0.000407676
0.000482728
0.000569927
0.000599845
0.001765978
0.006401846
0.013157688
0.016220207
0.011212241
0.004366231
0.000813605
0.000489791
0.000517323
0.000496681
0.000441838
0.000412577
0.000497714
0.000480504
0.000601232
0.00051215
0.000476876
0.000385419
0.000386501
0.000406154
0.000448058
0.000512111
0.000699659
0.0008764
0.003894784
0.023178047
0.03441256
0.038605574
0.032863659
0.019228223
0.010472076
0.000548164
0.000598693
0.000509347
0.000414038
0.000398076
0.000542893
0.000362093
0.000377092
0.000347003
0.000335243
0.000330081
0.000341436
0.000336607
0.000372104
0.00045341
0.00093037
0.002059368
0.002339013
0.006421258
0.011736991
0.012584638
0.009124927
0.003289861
0.000748497
0.00051061
0.000840269
0.000517439
0.000422846
0.000380633
0.000568211
0.000336664
0.000376884
0.000337001
0.000331558
0.000333059
0.00031539
0.000317892
0.000352658
0.000472766
0.000787022
0.001128817
0.003958857
0.013476506
0.024081857
0.028152681
0.021478649
0.007762167
0.000999639
0.000877489
0.001025724
0.000526076
0.000451548
0.000421734
0.000577793
0.000360959
0.000382065
0.000352807
0.000338292
0.000341122
0.000362317
0.0003841
0.000410083
0.000516072
0.00066139
0.000859126
0.006444427
0.025046591
0.046167481
0.054851993
0.044285881
0.017812907
0.001768874
0.000643941
0.00084447
0.000588746
0.000490314
0.000458253
0.000652295
0.000386238
0.000412732
0.000389283
0.000365011
0.000359226
0.000353132
0.00036387
0.000489688
0.000506219
0.000609786
0.000996257
0.007800416
0.036417135
0.065387788
0.065891012
0.040569719
0.012799165
0.00176107
0.000618382
0.000695638
0.000631486
0.000597499
0.000503809
0.000617742
0.000404099
0.000430033
0.000382538
0.0003657
0.000365756
0.000368926
0.00037489
0.00040741
0.00044841
0.000519571
0.000623587
0.001616464
0.003629652
0.007092981
0.011763457
0.011428576
0.006165027
0.001034542
0.000492135
0.000532504
0.000524853
0.000472303
0.000403944
0.000562705
0.000350966
0.000390687
0.000281943
0.000275077
0.000265976
0.000272505
0.000286066
0.000310496
0.000372667
0.000436948
0.000881028
0.009823147
0.028982072
0.041511873
0.03164589
0.018753449
0.006443734
0.00103096
0.000413193
0.000429582
0.000392929
0.000333508
0.00030334
0.000473523
0.000286743
0.000307935
0.000283642
0.000266312
0.000268095
0.000261071
0.000272304
0.000305881
0.000409904
0.000481949
0.000577371
0.001295529
0.002528214
0.004468858
0.007042212
0.006564626
0.004731825
0.001244351
0.000472434
0.00051838
0.000487459
0.000392014
0.000335737
0.000475282
0.000293943
0.000323742
0.000492512
0.000470452
0.000467951
0.000487134
0.000493297
0.000535296
0.000629358
0.000807236
0.001616412
0.004835222
0.012087948
0.019316164
0.024541615
0.022506752
0.012229361
0.001716939
0.00045198
0.000462307
0.000396752
0.000354271
0.000332819
0.000474106
0.000324839
0.000317258
0.000304123
0.000297833
0.000294677
0.00029354
0.000305609
0.000328431
0.000420457
0.000524025
0.00063114
0.000894896
0.002845082
0.008095285
0.011417344
0.007723625
0.00435707
0.000978205
0.00052208
0.000552896
0.000450803
0.000381314
0.000352289
0.000562472
0.000302231
0.000334333
0.000315727
0.00031316
0.000282188
0.000291724
0.000306117
0.000340881
0.000427528
0.000547894
0.000833104
0.00447998
0.017235357
0.037179271
0.054192004
0.051846438
0.028337636
0.004972491
0.000542708
0.00043178
0.000364241
0.000335058
0.000304522
0.000532495
0.000278212
0.000324135
0.001044339
0.00025464
0.000245919
0.000253986
0.000262809
0.00028625
0.000391109
0.000502114
0.000845095
0.006967645
0.02497463
0.046596262
0.055736907
0.038918902
0.016445282
0.001994624
0.000784571
0.001019834
0.000526499
0.000772655
0.000491622
0.000572392
0.000826363
0.000307032
0.000342827
0.000339907
0.000335034
0.000325617
0.000322703
0.00034057
0.00039624
0.000447497
0.000626991
0.003051455
0.008043839
0.009790586
0.01032611
0.007194188
0.003818149
0.001081187
0.000477025
0.000548126
0.000504149
0.000397904
0.00036719
0.000538285
0.000352032
0.000373358
0.000258522
0.000253582
0.000240029
0.000224337
0.000221246
0.000248001
0.000292284
0.000364666
0.00062535
0.002595303
0.004503332
0.006120485
0.006909763
0.005503129
0.002861993
0.000732742
0.000342505
0.000372331
0.000371764
0.000305379
0.000247207
0.000490391
0.000225338
0.000273084
0.000249823
0.000233185
0.000225943
0.00022818
0.000236472
0.00026659
0.00057
0.000496869
0.000559265
0.000990496
0.003168399
0.006303714
0.01354314
0.014170327
0.007513487
0.001580997
0.000420531
0.000430968
0.000385767
0.000369669
0.00030855
0.000658986
0.000272029
0.000331334
0.000281003
0.000254518
0.000250453
0.000254141
0.000268027
0.00032364
0.000425562
0.000478971
0.001002714
0.008424933
0.036429741
0.066840079
0.085718716
0.079178413
0.042052573
0.006690203
0.000580326
0.000620988
0.000514671
0.000407085
0.000338834
0.000629338
0.000319213
0.00031562
0.000328388
0.000311349
0.000293417
0.000305614
0.000309586
0.000343254
0.000438355
0.000505545
0.000767387
0.002808195
0.006937617
0.008560755
0.009432049
0.00712998
0.00485279
0.001938099
0.000526302
0.000533187
0.000432527
0.000369118
0.000327375
0.000629729
0.000330911
0.000331126
0.00023638
0.000224931
0.000218341
0.000236022
0.000240605
0.000269458
0.000371415
0.000453587
0.00135848
0.011559874
0.043034186
0.091422995
0.117905791
0.108750197
0.061931165
0.01416204
0.000806953
0.000838268
0.000621816
0.00040809
0.000384852
0.000619245
0.00030205
0.000359366
0.000303049
0.000272715
0.000253017
0.000233596
0.000237036
0.000276817
0.000362102
0.000479065
0.000758716
0.00223036
0.003998785
0.004528346
0.004096505
0.00257562
0.001507843
0.000776763
0.000512013
0.000464372
0.000351107
0.000294134
0.000266409
0.000575001
0.000251433
0.000285744
0.000247051
0.000239608
0.000223108
0.00022621
0.000241286
0.000269313
0.000324485
0.000378797
0.001790437
0.017979851
0.042631493
0.055662742
0.052515478
0.035832612
0.013326544
0.001931472
0.000407206
0.000425271
0.000355551
0.000303239
0.000272288
0.000516981
0.000248088
0.000274773
0.000233593
0.000228063
0.000220967
0.000223007
0.000240828
0.000276549
0.000326759
0.000441768
0.001385354
0.006215853
0.016469538
0.029501665
0.042187772
0.046541515
0.031789076
0.007327951
0.000668234
0.000413235
0.000366983
0.0002815
0.000257181
0.000472816
0.000332213
0.000337315
0.000247884
0.000288356
0.000283305
0.000217822
0.000234025
0.000274129
0.000371868
0.000422302
0.002636759
0.017656469
0.044285235
0.066711768
0.06952746
0.048414427
0.025524912
0.005117494
0.000648081
